S.NO,Rank,Gender,Category,Branch,College
10942,144609,M,BC_A,EEE,ALIT
10943,121505,M,BC_B,EEE,ALIT
10944,107178,F,SC,IT,ALIT
10945,104433,F,BC_B,IT,ALIT
10946,101995,F,SC,IT,ALIT
10947,94898,F,BC_E,IT,ALIT
10948,90289,M,SC,IT,ALIT
10949,107029,M,SC,IT,ALIT
10950,88735,F,BC_B,IT,ALIT
10951,53967,M,BC_D,IT,ALIT
10952,54630,M,BC_A,IT,ALIT
10953,98648,M,BC_B,IT,ALIT
10954,47654,M,OC,IT,ALIT
10955,107641,M,SC,IT,ALIT
10956,65390,F,BC_D,IT,ALIT
10957,65389,F,OC,IT,ALIT
10958,62639,F,BC_D,IT,ALIT
10959,60971,F,OC,IT,ALIT
10960,61724,F,BC_D,IT,ALIT
10961,54069,F,BC_A,IT,ALIT
10962,100616,M,SC,IT,ALIT
10963,102909,M,BC_B,IT,ALIT
10964,116336,F,SC,IT,ALIT
10965,79811,F,SC,IT,ALIT
10966,43209,M,OC,IT,ALIT
10967,59212,F,BC_A,IT,ALIT
10968,49785,M,OC,IT,ALIT
10969,77123,M,BC_A,IT,ALIT
10970,69263,F,BC_E,IT,ALIT
10971,118726,F,SC,IT,ALIT
10972,50482,M,OC,IT,ALIT
10973,109432,M,SC,IT,ALIT
10974,59906,M,OC,IT,ALIT
10975,65881,F,OC,IT,ALIT
10976,105874,M,BC_B,IT,ALIT
10977,91315,M,BC_C,IT,ALIT
10978,65957,M,BC_B,IT,ALIT
10979,80083,F,BC_A,IT,ALIT
10980,45039,F,OC,IT,ALIT
10981,49486,F,OC,IT,ALIT
10982,49413,F,BC_D,IT,ALIT
10983,59768,M,OC,IT,ALIT
10984,56997,M,OC,IT,ALIT
10985,84464,M,BC_B,IT,ALIT
10986,83716,M,SC,IT,ALIT
10987,65246,M,BC_D,IT,ALIT
10988,50989,M,BC_D,IT,ALIT
10989,49689,M,BC_D,IT,ALIT
10990,106467,F,BC_B,IT,ALIT
10991,98043,M,BC_B,IT,ALIT
10992,100800,M,BC_A,ME,ALIT
10993,138732,M,BC_D,ME,ALIT
10994,131416,M,OC,ME,ALIT
10995,109360,M,OC,ME,ALIT
10996,129422,M,OC,ME,ALIT
10997,113600,M,SC,ME,ALIT
10998,130492,M,BC_E,ME,ALIT
10999,103805,M,OC,ME,ALIT
11000,142535,M,BC_A,ME,ALIT
11001,123223,M,SC,ME,ALIT
11002,128570,M,OC,ME,ALIT
11003,94190,M,BC_D,MINING ENGINEERING,ADTP
11004,100300,M,OC,MINING ENGINEERING,ADTP
11005,128595,M,BC_D,MINING ENGINEERING,ADTP
11006,148582,M,OC,MINING ENGINEERING,ADTP
11007,137657,M,BC_B,MINING ENGINEERING,ADTP
11008,143845,M,OC,MINING ENGINEERING,ADTP
11009,134262,M,SC,MINING ENGINEERING,ADTP
11010,95900,M,BC_D,MINING ENGINEERING,ADTP
11011,117211,M,BC_D,MINING ENGINEERING,ADTP
11012,130764,M,OC,MINING ENGINEERING,ADTP
11013,140252,M,SC,MINING ENGINEERING,ADTP
11014,149705,F,SC,PETROLEUM TECHNOLOGY,ADTP
11015,131607,M,BC_B,PETROLEUM TECHNOLOGY,ADTP
11016,120016,M,ST,PETROLEUM TECHNOLOGY,ADTP
11017,131738,M,OC,PETROLEUM TECHNOLOGY,ADTP
11018,104345,F,OC,PETROLEUM TECHNOLOGY,ADTP
11019,138653,F,SC,PETROLEUM TECHNOLOGY,ADTP
11020,148049,M,BC_D,PETROLEUM TECHNOLOGY,ADTP
11021,146108,M,BC_D,PETROLEUM TECHNOLOGY,ADTP
11022,136243,M,BC_B,PETROLEUM TECHNOLOGY,ADTP
11023,141410,M,OC,PETROLEUM TECHNOLOGY,ADTP
11024,97841,M,BC_D,PETROLEUM TECHNOLOGY,ADTP
11025,149102,M,BC_B,PETROLEUM TECHNOLOGY,ADTP
11026,117417,M,BC_A,PETROLEUM TECHNOLOGY,ADTP
11027,60604,M,BC_B,ME,ADTP
11028,98073,M,BC_D,ME,ADTP
11029,87331,M,BC_D,ME,ADTP
11030,70738,M,OC,ME,ADTP
11031,118680,M,SC,ME,ADTP
11032,93813.1,F,SC,ME,ADTP
11033,81996,M,OC,ME,ADTP
11034,90425,M,OC,ME,ADTP
11035,86077,M,OC,ME,ADTP
11036,107992,M,SC,ME,ADTP
11037,69388,M,BC_D,ME,ADTP
11038,80516,M,BC_D,ME,ADTP
11039,136957,M,SC,ME,ADTP
11040,83127,M,BC_B,ME,ADTP
11041,96549,M,BC_D,ME,ADTP
11042,90153,M,BC_B,ME,ADTP
11043,92250,M,BC_B,ME,ADTP
11044,86438,M,BC_D,ME,ADTP
11045,80525,M,OC,ME,ADTP
11046,90388,M,BC_B,ME,ADTP
11047,123608,F,OC,ME,ADTP
11048,70446,M,BC_B,ME,ADTP
11049,95421,M,BC_A,ME,ADTP
11050,84618,M,OC,ME,ADTP
11051,91773,M,BC_D,ME,ADTP
11052,94360,M,BC_E,ME,ADTP
11053,139071,M,ST,ME,ADTP
11054,80097,F,OC,ME,ADTP
11055,118977,M,SC,ME,ADTP
11056,102921,M,BC_D,ME,ADTP
11057,120202,M,SC,ME,ADTP
11058,93061,M,OC,ME,ADTP
11059,101164,M,SC,ME,ADTP
11060,91833,M,OC,ME,ADTP
11061,78714,M,OC,ME,ADTP
11062,79299,M,OC,ME,ADTP
11063,70084,M,OC,ME,ADTP
11064,50256,M,OC,ME,ADTP
11065,145687,M,SC,ME,ADTP
11066,57524,M,OC,ME,ADTP
11067,73713,F,OC,ME,ADTP
11068,101402,M,BC_D,ME,ADTP
11069,91218,M,BC_D,ME,ADTP
11070,101732,M,SC,ME,ADTP
11071,144838,M,SC,ME,ADTP
11072,109836,M,BC_A,ME,ADTP
11073,104951,M,BC_A,ME,ADTP
11074,137337,M,SC,ME,ADTP
11075,131882,M,SC,IT,ADTP
11076,98012,M,BC_E,IT,ADTP
11077,103712,F,SC,IT,ADTP
11078,38085,F,BC_B,IT,ADTP
11079,37727,M,BC_B,IT,ADTP
11080,76105,F,BC_E,IT,ADTP
11081,105909,M,SC,IT,ADTP
11082,27449,M,BC_D,IT,ADTP
11083,20067,M,OC,IT,ADTP
11084,23287,F,BC_D,IT,ADTP
11085,42037,M,BC_B,IT,ADTP
11086,25290,M,OC,IT,ADTP
11087,22067,F,BC_B,IT,ADTP
11088,19175,F,OC,IT,ADTP
11089,37669,M,BC_B,IT,ADTP
11090,25669,M,BC_D,IT,ADTP
11091,95581,M,SC,IT,ADTP
11092,29559,F,BC_D,IT,ADTP
11093,34023,F,BC_B,IT,ADTP
11094,86331.1,M,BC_E,IT,ADTP
11095,112225,M,ST,IT,ADTP
11096,100141,M,SC,IT,ADTP
11097,41629,F,BC_B,IT,ADTP
11098,20763,F,OC,IT,ADTP
11099,89922,M,SC,IT,ADTP
11100,88756,F,SC,IT,ADTP
11101,21237,F,OC,IT,ADTP
11102,26939,F,OC,IT,ADTP
11103,100285,F,SC,IT,ADTP
11104,107269,F,SC,IT,ADTP
11105,26477,M,OC,IT,ADTP
11106,87318,M,SC,IT,ADTP
11107,26805,F,OC,IT,ADTP
11108,21676,M,OC,IT,ADTP
11109,84145,M,SC,IT,ADTP
11110,26039,F,BC_A,IT,ADTP
11111,24445,M,BC_D,IT,ADTP
11112,19233,M,OC,IT,ADTP
11113,19493,M,OC,IT,ADTP
11114,36795,F,BC_A,IT,ADTP
11115,23539,F,OC,IT,ADTP
11116,42463,M,BC_A,IT,ADTP
11117,90394,F,BC_E,IT,ADTP
11118,22091,M,BC_D,IT,ADTP
11119,32136,M,BC_D,IT,ADTP
11120,41565,F,BC_A,IT,ADTP
11121,33014,F,BC_D,IT,ADTP
11122,41134,F,BC_A,IT,ADTP
11123,22042,F,OC,IT,ADTP
11124,40982,F,BC_B,IT,ADTP
11125,34296,F,BC_D,IT,ADTP
11126,113400,M,BC_C,IT,ADTP
11127,25919,F,BC_B,IT,ADTP
11128,139089,M,ST,IT,ADTP
11129,26768,M,OC,IT,ADTP
11130,28881,M,BC_B,IT,ADTP
11131,21233,F,OC,IT,ADTP
11132,39242,F,BC_B,IT,ADTP
11133,21725,F,OC,IT,ADTP
11134,40435,F,BC_B,IT,ADTP
11135,30664,F,BC_D,IT,ADTP
11136,22121,F,OC,IT,ADTP
11137,30507,M,BC_D,IT,ADTP
11138,45048,M,BC_A,IT,ADTP
11139,19859,M,BC_D,IT,ADTP
11140,23582,M,OC,IT,ADTP
11141,105620,F,SC,IT,ADTP
11142,104151,M,SC,IT,ADTP
11143,24806,F,OC,IT,ADTP
11144,31597,F,BC_D,IT,ADTP
11145,25127,F,BC_D,IT,ADTP
11146,21168,F,OC,IT,ADTP
11147,106988,F,SC,IT,ADTP
11148,82087,F,SC,IT,ADTP
11149,39166,F,BC_B,IT,ADTP
11150,27788,F,BC_B,IT,ADTP
11151,13630,F,OC,IT,ADTP
11152,19194,M,OC,IT,ADTP
11153,97536,M,SC,IT,ADTP
11154,22552,F,OC,IT,ADTP
11155,23815,F,OC,IT,ADTP
11156,26138,F,OC,IT,ADTP
11157,31256,M,BC_D,IT,ADTP
11158,25149,M,OC,IT,ADTP
11159,25790,F,BC_D,IT,ADTP
11160,26022,F,OC,IT,ADTP
11161,26279,F,OC,IT,ADTP
11162,43335,M,BC_B,IT,ADTP
11163,44987,M,BC_A,IT,ADTP
11164,91126,F,SC,IT,ADTP
11165,34852,F,BC_D,IT,ADTP
11166,28489,M,BC_D,IT,ADTP
11167,66638,M,BC_E,IT,ADTP
11168,30077,F,BC_D,IT,ADTP
11169,25211,M,OC,IT,ADTP
11170,22275,M,OC,IT,ADTP
11171,56822,M,OC,EEE,ADTP
11172,53969,M,OC,EEE,ADTP
11173,72068,M,BC_B,EEE,ADTP
11174,94338,M,BC_A,EEE,ADTP
11175,73855,M,BC_B,EEE,ADTP
11176,137675,M,SC,EEE,ADTP
11177,151035,M,BC_E,EEE,ADTP
11178,140282,M,SC,EEE,ADTP
11179,46062,M,BC_D,EEE,ADTP
11180,125691,M,SC,EEE,ADTP
11181,84329,F,BC_D,EEE,ADTP
11182,51964,F,OC,EEE,ADTP
11183,83266,F,BC_D,EEE,ADTP
11184,80406,M,BC_B,EEE,ADTP
11185,136730,F,SC,EEE,ADTP
11186,49761,F,SC,EEE,ADTP
11187,126637,M,SC,EEE,ADTP
11188,60897,M,BC_D,EEE,ADTP
11189,54358,M,BC_D,EEE,ADTP
11190,83771,F,BC_B,EEE,ADTP
11191,56089.1,M,BC_D,EEE,ADTP
11192,34026,F,BC_B,EEE,ADTP
11193,59041,F,OC,EEE,ADTP
11194,88140,F,BC_B,EEE,ADTP
11195,118517,F,BC_A,EEE,ADTP
11196,114269,M,BC_A,EEE,ADTP
11197,140259,M,SC,EEE,ADTP
11198,114330,F,SC,EEE,ADTP
11199,59254,F,OC,EEE,ADTP
11200,130839,M,SC,EEE,ADTP
11201,53465,M,OC,EEE,ADTP
11202,89638,M,BC_A,EEE,ADTP
11203,51961,M,OC,EEE,ADTP
11204,90095,M,BC_A,EEE,ADTP
11205,86818,F,BC_B,EEE,ADTP
11206,132952,M,SC,EEE,ADTP
11207,83751,M,BC_B,EEE,ADTP
11208,85903,M,BC_B,EEE,ADTP
11209,130777,M,SC,EEE,ADTP
11210,57834,F,OC,EEE,ADTP
11211,61313,M,BC_D,EEE,ADTP
11212,43317,F,OC,EEE,ADTP
11213,43731,F,OC,EEE,ADTP
11214,54434,M,OC,EEE,ADTP
11215,43588,F,BC_D,EEE,ADTP
11216,58790,M,OC,EEE,ADTP
11217,61096,M,BC_D,EEE,ADTP
11218,32578,F,BC_D,ECE,ADTP
11219,25951,M,OC,ECE,ADTP
11220,95938,M,ST,ECE,ADTP
11221,27070,F,OC,ECE,ADTP
11222,24273,M,OC,ECE,ADTP
11223,26280,M,BC_D,ECE,ADTP
11224,17332,M,BC_B,ECE,ADTP
11225,65214,F,SC,ECE,ADTP
11226,32067,M,BC_B,ECE,ADTP
11227,24213,M,BC_D,ECE,ADTP
11228,37079,F,SC,ECE,ADTP
11229,49534,M,BC_A,ECE,ADTP
11230,13375.1,M,BC_D,ECE,ADTP
11231,29785,M,BC_D,ECE,ADTP
11232,38637,M,BC_A,ECE,ADTP
11233,110164,M,OC,ECE,ADTP
11234,47816,M,OC,ECE,ADTP
11235,46072.1,M,BC_A,ECE,ADTP
11236,13349,M,OC,ECE,ADTP
11237,29789,F,OC,ECE,ADTP
11238,26146,F,OC,ECE,ADTP
11239,39266,M,BC_A,ECE,ADTP
11240,25092,M,OC,ECE,ADTP
11241,93261,F,SC,ECE,ADTP
11242,30029,F,OC,ECE,ADTP
11243,42474,F,BC_B,ECE,ADTP
11244,48244,M,BC_C,ECE,ADTP
11245,32673,M,OC,ECE,ADTP
11246,148350,F,ST,ECE,ADTP
11247,85128,M,SC,ECE,ADTP
11248,33988,F,OC,ECE,ADTP
11249,39125,F,BC_B,ECE,ADTP
11250,42982,F,BC_B,ECE,ADTP
11251,98223,M,SC,ECE,ADTP
11252,66731,F,SC,ECE,ADTP
11253,30791,M,BC_D,ECE,ADTP
11254,37501,M,BC_B,ECE,ADTP
11255,29304,M,BC_D,ECE,ADTP
11256,23850,F,BC_D,ECE,ADTP
11257,45875,F,BC_B,ECE,ADTP
11258,32621,F,OC,ECE,ADTP
11259,115742,M,ST,ECE,ADTP
11260,88192,M,SC,ECE,ADTP
11261,36597,F,BC_B,ECE,ADTP
11262,57408,F,BC_A,ECE,ADTP
11263,128698,F,BC_E,ECE,ADTP
11264,31305,F,OC,ECE,ADTP
11265,44741,M,BC_B,ECE,ADTP
11266,78582,F,SC,ECE,ADTP
11267,44523,M,BC_B,ECE,ADTP
11268,45751,M,BC_A,ECE,ADTP
11269,95561,M,SC,ECE,ADTP
11270,28099,M,BC_D,ECE,ADTP
11271,18096,F,OC,ECE,ADTP
11272,33495,M,BC_D,ECE,ADTP
11273,21520,F,OC,ECE,ADTP
11274,18934,F,OC,ECE,ADTP
11275,28572,M,OC,ECE,ADTP
11276,33165,F,BC_D,ECE,ADTP
11277,81821,F,SC,ECE,ADTP
11278,36993,F,BC_D,ECE,ADTP
11279,35911,M,BC_D,ECE,ADTP
11280,20489,F,OC,ECE,ADTP
11281,45031,F,BC_B,ECE,ADTP
11282,27382,F,OC,ECE,ADTP
11283,43889,M,BC_B,ECE,ADTP
11284,37481,M,BC_B,ECE,ADTP
11285,88641,F,SC,ECE,ADTP
11286,20935,F,OC,ECE,ADTP
11287,28233,F,OC,ECE,ADTP
11288,50668,F,BC_A,ECE,ADTP
11289,99712,M,SC,ECE,ADTP
11290,58417,M,BC_E,ECE,ADTP
11291,28575,F,OC,ECE,ADTP
11292,19630,F,OC,ECE,ADTP
11293,28580,M,OC,ECE,ADTP
11294,28186,M,OC,ECE,ADTP
11295,60807,F,BC_E,ECE,ADTP
11296,26186,M,BC_A,ECE,ADTP
11297,32713,F,OC,ECE,ADTP
11298,25836,F,OC,ECE,ADTP
11299,98401,F,SC,ECE,ADTP
11300,33356,M,BC_B,ECE,ADTP
11301,28733,M,OC,ECE,ADTP
11302,47118,M,BC_A,ECE,ADTP
11303,29696,M,OC,ECE,ADTP
11304,56413,F,SC,ECE,ADTP
11305,45022,M,BC_A,ECE,ADTP
11306,31315,M,OC,ECE,ADTP
11307,138489,M,BC_B,ECE,ADTP
11308,45919,F,BC_B,ECE,ADTP
11309,57865,F,BC_A,ECE,ADTP
11310,39959,F,BC_B,ECE,ADTP
11311,44122,F,BC_B,ECE,ADTP
11312,45842,F,BC_B,ECE,ADTP
11313,16881,M,OC,ECE,ADTP
11314,22468,F,BC_B,ECE,ADTP
11315,21037,M,OC,ECE,ADTP
11316,49464,F,SC,ECE,ADTP
11317,21569,M,BC_A,ECE,ADTP
11318,97060,F,SC,ECE,ADTP
11319,149227,M,ST,ECE,ADTP
11320,32468,M,BC_D,ECE,ADTP
11321,103532,M,BC_E,ECE,ADTP
11322,36822,F,BC_D,ECE,ADTP
11323,84475,M,SC,ECE,ADTP
11324,34792,F,BC_D,ECE,ADTP
11325,28393,F,OC,ECE,ADTP
11326,21863,M,BC_D,ECE,ADTP
11327,117144,M,ST,ECE,ADTP
11328,27157,F,OC,ECE,ADTP
11329,20791,F,BC_B,ECE,ADTP
11330,44903,M,BC_A,ECE,ADTP
11331,30069,F,BC_D,ECE,ADTP
11332,71388,F,SC,ECE,ADTP
11333,42892,M,BC_B,ECE,ADTP
11334,43822,M,BC_B,ECE,ADTP
11335,35657,F,BC_B,ECE,ADTP
11336,88887,M,SC,ECE,ADTP
11337,35822,F,OC,ECE,ADTP
11338,90400,M,BC_E,ECE,ADTP
11339,33804,F,OC,ECE,ADTP
11340,30808,F,OC,ECE,ADTP
11341,22542,F,OC,ECE,ADTP
11342,45294,M,BC_B,ECE,ADTP
11343,53687,F,BC_A,ECE,ADTP
11344,33695,F,OC,ECE,ADTP
11345,35234,F,OC,ECE,ADTP
11346,39383,M,BC_B,ECE,ADTP
11347,36273,M,BC_D,ECE,ADTP
11348,32478,F,BC_B,ECE,ADTP
11349,33115,F,BC_D,ECE,ADTP
11350,29503,F,OC,ECE,ADTP
11351,23210,M,OC,ECE,ADTP
11352,29388,M,BC_D,ECE,ADTP
11353,34872,M,BC_D,ECE,ADTP
11354,39954,F,BC_A,ECE,ADTP
11355,54718,F,BC_A,ECE,ADTP
11356,31518,F,OC,ECE,ADTP
11357,84228,M,SC,ECE,ADTP
11358,134604,F,ST,ECE,ADTP
11359,18986,M,OC,ECE,ADTP
11360,20690,F,BC_D,ECE,ADTP
11361,19389,M,BC_D,ECE,ADTP
11362,125673,F,ST,ECE,ADTP
11363,86505,F,SC,ECE,ADTP
11364,103752,F,SC,ECE,ADTP
11365,32559,F,BC_B,ECE,ADTP
11366,40221,M,BC_A,ECE,ADTP
11367,51288,F,BC_A,ECE,ADTP
11368,31885,M,BC_D,ECE,ADTP
11369,40825,F,BC_B,ECE,ADTP
11370,39632,M,BC_B,ECE,ADTP
11371,33035,M,BC_D,ECE,ADTP
11372,31632,F,BC_D,ECE,ADTP
11373,24049,F,OC,ECE,ADTP
11374,99717,M,BC_E,ECE,ADTP
11375,68063,M,ST,ECE,ADTP
11376,64454,F,BC_B,ECE,ADTP
11377,58334,F,SC,ECE,ADTP
11378,26047,F,OC,ECE,ADTP
11379,64033,M,SC,ECE,ADTP
11380,26550,M,OC,ECE,ADTP
11381,101782,M,SC,ECE,ADTP
11382,33297,M,OC,ECE,ADTP
11383,16253,M,OC,ECE,ADTP
11384,24660,M,OC,ECE,ADTP
11385,28327,F,OC,ECE,ADTP
11386,18531,F,OC,ECE,ADTP
11387,69126,F,SC,ECE,ADTP
11388,16459,M,OC,ECE,ADTP
11389,33853,M,OC,ECE,ADTP
11390,19524,F,OC,ECE,ADTP
11391,47041,M,BC_A,ECE,ADTP
11392,15802,M,OC,ECE,ADTP
11393,30996,F,OC,ECE,ADTP
11394,33579,F,BC_D,ECE,ADTP
11395,24062,F,OC,ECE,ADTP
11396,72563,F,SC,ECE,ADTP
11397,29486,F,OC,ECE,ADTP
11398,37361,F,BC_D,ECE,ADTP
11399,27632,F,BC_D,ECE,ADTP
11400,31754,M,BC_D,ECE,ADTP
11401,64438,M,BC_E,ECE,ADTP
11402,21181,F,OC,ECE,ADTP
11403,42013,M,BC_B,ECE,ADTP
11404,25727,M,OC,ECE,ADTP
11405,91860,M,SC,ECE,ADTP
11406,39864,F,BC_B,ECE,ADTP
11407,41269,F,BC_B,ECE,ADTP
11408,29094,F,OC,ECE,ADTP
11409,86538.1,M,SC,ECE,ADTP
11410,14627,M,BC_D,CSE,ADTP
11411,10060,F,OC,CSE,ADTP
11412,12127,F,BC_B,CSE,ADTP
11413,9764,M,OC,CSE,ADTP
11414,16538,F,BC_B,CSE,ADTP
11415,12231,F,BC_B,CSE,ADTP
11416,16828,F,BC_B,CSE,ADTP
11417,11880,M,OC,CSE,ADTP
11418,14515,F,BC_B,CSE,ADTP
11419,42739,M,SC,CSE,ADTP
11420,13068,M,BC_D,CSE,ADTP
11421,13300,M,BC_B,CSE,ADTP
11422,33602,F,BC_E,CSE,ADTP
11423,47937,M,ST,CSE,ADTP
11424,9563,F,BC_B,CSE,ADTP
11425,16746,F,BC_A,CSE,ADTP
11426,14409,M,BC_B,CSE,ADTP
11427,12865,F,BC_B,CSE,ADTP
11428,40373,F,ST,CSE,ADTP
11429,14197,M,BC_B,CSE,ADTP
11430,13225,M,OC,CSE,ADTP
11431,13017,M,BC_D,CSE,ADTP
11432,20774,F,BC_B,CSE,ADTP
11433,13936,F,BC_D,CSE,ADTP
11434,3558,M,BC_E,CSE,ADTP
11435,10508,M,BC_D,CSE,ADTP
11436,11830,F,BC_D,CSE,ADTP
11437,11738,F,BC_D,CSE,ADTP
11438,35504,F,SC,CSE,ADTP
11439,66260,M,OC,CSE,ADTP
11440,24405,M,BC_E,CSE,ADTP
11441,9850,M,OC,CSE,ADTP
11442,22120,M,BC_A,CSE,ADTP
11443,13989,F,BC_D,CSE,ADTP
11444,24851,M,BC_C,CSE,ADTP
11445,37543,F,SC,CSE,ADTP
11446,12459,F,OC,CSE,ADTP
11447,24626,M,ST,CSE,ADTP
11448,7957,F,OC,CSE,ADTP
11449,17751,F,BC_A,CSE,ADTP
11450,8798,F,OC,CSE,ADTP
11451,14862,F,BC_D,CSE,ADTP
11452,93394,F,BC_D,CSE,ADTP
11453,29244,M,SC,CSE,ADTP
11454,82407,M,ST,CSE,ADTP
11455,32248,F,SC,CSE,ADTP
11456,28847,F,SC,CSE,ADTP
11457,18624,F,BC_A,CSE,ADTP
11458,15342,M,SC,CSE,ADTP
11459,14358,F,BC_A,CSE,ADTP
11460,9496,M,OC,CSE,ADTP
11461,33255,F,SC,CSE,ADTP
11462,10395,F,BC_B,CSE,ADTP
11463,12701,M,OC,CSE,ADTP
11464,7156,M,OC,CSE,ADTP
11465,23631,M,BC_D,CSE,ADTP
11466,31556,M,BC_E,CSE,ADTP
11467,34919,M,BC_C,CSE,ADTP
11468,48272,F,SC,CSE,ADTP
11469,140057,F,SC,CSE,ADTP
11470,9704,F,OC,CSE,ADTP
11471,11469,F,OC,CSE,ADTP
11472,9321,M,OC,CSE,ADTP
11473,13053,F,OC,CSE,ADTP
11474,11189,M,OC,CSE,ADTP
11475,7868,F,OC,CSE,ADTP
11476,21108,M,BC_A,CSE,ADTP
11477,14213,F,BC_D,CSE,ADTP
11478,37082,F,SC,CSE,ADTP
11479,14614,F,BC_D,CSE,ADTP
11480,75413,F,ST,CSE,ADTP
11481,4500,F,OC,CSE,ADTP
11482,12218,M,OC,CSE,ADTP
11483,14121,M,BC_B,CSE,ADTP
11484,12469,M,OC,CSE,ADTP
11485,11133,M,BC_B,CSE,ADTP
11486,23596,F,BC_A,CSE,ADTP
11487,17343,M,BC_B,CSE,ADTP
11488,11672,F,OC,CSE,ADTP
11489,35515,M,BC_E,CSE,ADTP
11490,11080,F,OC,CSE,ADTP
11491,46093,F,SC,CSE,ADTP
11492,34242,M,SC,CSE,ADTP
11493,20462,F,BC_B,CSE,ADTP
11494,11780,F,BC_B,CSE,ADTP
11495,9273,M,OC,CSE,ADTP
11496,16175,F,BC_A,CSE,ADTP
11497,11212,M,OC,CSE,ADTP
11498,13282,F,BC_D,CSE,ADTP
11499,11676,F,BC_D,CSE,ADTP
11500,13027,F,OC,CSE,ADTP
11501,13800,M,BC_D,CSE,ADTP
11502,9063,M,OC,CSE,ADTP
11503,15206,M,BC_B,CSE,ADTP
11504,4613,M,OC,CSE,ADTP
11505,30600,M,BC_E,CSE,ADTP
11506,13786,M,BC_D,CSE,ADTP
11507,50954,F,SC,CSE,ADTP
11508,6754,F,OC,CSE,ADTP
11509,6312,M,OC,CSE,ADTP
11510,17507,F,BC_B,CSE,ADTP
11511,13130,F,OC,CSE,ADTP
11512,10927,M,OC,CSE,ADTP
11513,9198,F,OC,CSE,ADTP
11514,18266,M,BC_B,CSE,ADTP
11515,36891,F,SC,CSE,ADTP
11516,13152,M,BC_D,CSE,ADTP
11517,10695,M,OC,CSE,ADTP
11518,16520,F,BC_A,CSE,ADTP
11519,5487,M,OC,CSE,ADTP
11520,41865,F,SC,CSE,ADTP
11521,11300,M,OC,CSE,ADTP
11522,14715,M,BC_D,CSE,ADTP
11523,6417,M,OC,CSE,ADTP
11524,8098,F,OC,CSE,ADTP
11525,10556,M,OC,CSE,ADTP
11526,17186,M,BC_B,CSE,ADTP
11527,12778,F,OC,CSE,ADTP
11528,11602,M,OC,CSE,ADTP
11529,49092,F,SC,CSE,ADTP
11530,11734,M,OC,CSE,ADTP
11531,11013,M,OC,CSE,ADTP
11532,14077,F,BC_B,CSE,ADTP
11533,12677,M,OC,CSE,ADTP
11534,42878,F,SC,CSE,ADTP
11535,7376,F,OC,CSE,ADTP
11536,9846,F,OC,CSE,ADTP
11537,13059,M,OC,CSE,ADTP
11538,22584,M,BC_A,CSE,ADTP
11539,9411,F,BC_A,CSE,ADTP
11540,12680,F,OC,CSE,ADTP
11541,41239,F,ST,CSE,ADTP
11542,34790,M,BC_E,CSE,ADTP
11543,11923,M,BC_D,CSE,ADTP
11544,34531,M,SC,CSE,ADTP
11545,9437,M,OC,CSE,ADTP
11546,14000,M,BC_A,CSE,ADTP
11547,12802,F,OC,CSE,ADTP
11548,36559,M,SC,CSE,ADTP
11549,22677,F,BC_E,CSE,ADTP
11550,8582,F,SC,CSE,ADTP
11551,47758.1,M,SC,CSE,ADTP
11552,18154,M,BC_B,CSE,ADTP
11553,39090,M,BC_E,CSE(Data Science),ADTP
11554,34608,F,BC_A,CSE(Data Science),ADTP
11555,29530,F,BC_B,CSE(Data Science),ADTP
11556,21232,F,BC_D,CSE(Data Science),ADTP
11557,11369,F,OC,CSE(Data Science),ADTP
11558,16308,F,OC,CSE(Data Science),ADTP
11559,15889,F,OC,CSE(Data Science),ADTP
11560,82881,M,SC,CSE(Data Science),ADTP
11561,51754,M,SC,CSE(Data Science),ADTP
11562,32496,F,BC_B,CSE(Data Science),ADTP
11563,16720,F,OC,CSE(Data Science),ADTP
11564,17569,M,BC_D,CSE(Data Science),ADTP
11565,16598,M,OC,CSE(Data Science),ADTP
11566,14835,M,OC,CSE(Data Science),ADTP
11567,23573,M,BC_B,CSE(Data Science),ADTP
11568,57529,F,SC,CSE(Data Science),ADTP
11569,16955,F,OC,CSE(Data Science),ADTP
11570,40290,F,BC_E,CSE(Data Science),ADTP
11571,63820,F,SC,CSE(Data Science),ADTP
11572,29080,F,BC_B,CSE(Data Science),ADTP
11573,15895,M,OC,CSE(Data Science),ADTP
11574,76213,M,SC,CSE(Data Science),ADTP
11575,14824,F,OC,CSE(Data Science),ADTP
11576,11421,F,OC,CSE(Data Science),ADTP
11577,30988,F,BC_B,CSE(Data Science),ADTP
11578,81416,M,SC,CSE(Data Science),ADTP
11579,12881,F,OC,CSE(Data Science),ADTP
11580,17727,M,OC,CSE(Data Science),ADTP
11581,32612,F,BC_B,CSE(Data Science),ADTP
11582,20040,M,BC_D,CSE(Data Science),ADTP
11583,16603,M,BC_D,CSE(Data Science),ADTP
11584,18161,F,OC,CSE(Data Science),ADTP
11585,17176,F,OC,CSE(Data Science),ADTP
11586,13554,F,OC,CSE(Data Science),ADTP
11587,15426,F,OC,CSE(Data Science),ADTP
11588,14230,M,OC,CSE(Data Science),ADTP
11589,27057,M,BC_A,CSE(Data Science),ADTP
11590,126869,M,ST,CSE(Data Science),ADTP
11591,77962,M,SC,CSE(Data Science),ADTP
11592,18906,F,BC_B,CSE(Data Science),ADTP
11593,17279,M,OC,CSE(Data Science),ADTP
11594,75458,M,BC_C,CSE(Data Science),ADTP
11595,84029,F,SC,CSE(Data Science),ADTP
