S.NO,Rank,Gender,Category,Branch,College
1,104870,M,OC,AIML,SRIN
2,105431,F,OC,AIML,SRIN
3,131643,M,BC_B,AIML,SRIN
4,149596,M,BC_D,AIML,SRIN
5,10607,F,OC,AIML,SRIN
6,92510,F,OC,AIML,SRIN
7,94548,F,BC_B,AIML,SRIN
8,135569,M,BC_B,AIML,SRIN
9,96536,F,OC,AIML,SRIN
10,134074,F,BC_B,AIML,SRIN
11,108176,M,OC,AIML,SRIN
12,69570,F,BC_B,AIML,SRIN
13,106849,M,OC,AIML,SRIN
14,92759,F,OC,AIML,SRIN
15,133374,F,BC_B,AIML,SRIN
16,95689,F,OC,AIML,SRIN
17,121013,M,BC_D,AIML,SRIN
18,101652,F,OC,AIML,SRIN
19,131158,M,BC_B,AIML,SRIN
20,140838,F,BC_B,AIML,SRIN
21,100543,M,OC,AIML,SRIN
22,148187,M,BC_A,AIML,SRIN
23,129975,F,BC_A,AIML,SRIN
24,103993,M,OC,AIML,SRIN
25,80695,M,OC,AIML,SRIN
26,95467,F,OC,AIML,SRIN
27,134052,M,BC_B,AIML,SRIN
28,107811,F,OC,AIML,SRIN
29,114459,F,BC_B,AIML,SRIN
30,101309,F,BC_B,AIML,SRIN
31,96301,F,OC,AIML,SRIN
32,89101,F,OC,AIML,SRIN
33,101046,M,SC,AIML,SRIN
34,89546,M,BC_B,AIML,SRIN
35,94375,F,OC,AIML,SRIN
36,88013,M,OC,AIML,SRIN
37,146652,M,BC_A,AIML,SRIN
38,84240,F,OC,AIML,SRIN
39,136666,F,SC,AIML,SRIN
40,106509,F,OC,AIML,SRIN
41,77264,M,OC,AIML,SRIN
42,57389,F,OC,AIML,SRIN
43,82641.1,M,OC,AIML,SRIN
44,128200,M,BC_D,AIML,SRIN
45,129749,F,BC_B,AIML,SRIN
46,127179,M,BC_B,AIML,SRIN
47,108614,M,BC_B,AIML,SRIN
48,110357,M,BC_B,AIML,SRIN
49,148593,M,BC_A,AIML,SRIN
50,98587,F,OC,AIML,SRIN
51,100849,M,OC,AIML,SRIN
52,88740,F,OC,AIML,SRIN
53,81362,M,OC,AIML,SRIN
54,87607,M,OC,AIML,SRIN
55,90974,F,OC,AIML,SRIN
56,126036,M,BC_B,AIML,SRIN
57,79772,F,OC,AIML,SRIN
58,81643,F,OC,AIML,SRIN
59,96036,M,OC,AIML,SRIN
60,30120,F,OC,AIML,SRIN
61,121234,M,BC_B,AIML,SRIN
62,50910,F,BC_B,AIML,SRIN
63,123643,F,SC,AIML,SRIN
64,102971,F,OC,AIML,SRIN
65,72491,F,OC,AIML,SRIN
66,100543,M,OC,AIML,SRIN
67,136292,F,SC,AIML,SRIN
68,101608,F,OC,AIML,SRIN
69,95587,M,OC,AIML,SRIN
70,150809,M,SC,AIML,SRIN
71,47168,F,OC,AIML,SRIN
72,63711,F,SC,AIML,SRIN
73,133134,M,BC_A,AIML,SRIN
74,86626,F,OC,AIML,SRIN
75,117922,M,BC_B,AIML,SRIN
76,81887,F,OC,AIML,SRIN
77,19296,M,BC_D,AIML,SRIN
78,110748,M,BC_D,AIML,SRIN
79,106423,F,OC,AIML,SRIN
80,106517,F,OC,AIML,SRIN
81,141912,F,BC_B,AIML,SRIN
82,127190,M,BC_B,AIML,SRIN
83,100669,M,OC,AIML,SRIN
84,147985,F,BC_B,AIML,SRIN
85,103099,F,OC,AIML,SRIN
86,111383,M,BC_B,AIML,SRIN
87,98603,F,SC,AIML,SRIN
88,133317,F,BC_B,AIML,SRIN
89,81892,F,OC,AIML,SRIN
90,112364,M,BC_B,AIML,SRIN
91,105182,F,BC_B,AIML,SRIN
92,82687,M,OC,AIML,SRIN
93,139975,F,SC,AIML,SRIN
94,131839,F,BC_D,AIML,SRIN
95,134838,M,BC_B,AIML,SRIN
96,80751,F,OC,AIML,SRIN
97,141661,F,OC,CE,SRIN
98,138422,F,OC,CE,SRIN
99,130325,F,BC_B,CE,SRIN
100,119950,F,OC,CE,SRIN
101,137832,M,OC,CE,SRIN
102,132775,F,OC,CE,SRIN
103,129216,F,OC,CE,SRIN
104,134149,M,OC,CE,SRIN
105,131966,F,OC,CE,SRIN
106,145724,M,OC,CE,SRIN
107,136939,F,OC,CE,SRIN
108,146496,M,BC_B,CE,SRIN
109,130876,F,OC,CE,SRIN
110,78094,F,BC_B,CSE,SRIN
111,73343,M,BC_B,CSE,SRIN
112,111238,F,SC,CSE,SRIN
113,45885,M,BC_A,CSE,SRIN
114,121626,F,SC,CSE,SRIN
115,36100,F,OC,CSE,SRIN
116,62549,F,OC,CSE,SRIN
117,72656,F,OC,CSE,SRIN
118,74830,F,SC,CSE,SRIN
119,77076,F,OC,CSE,SRIN
120,131845,M,SC,CSE,SRIN
121,86758,M,BC_D,CSE,SRIN
122,127631,M,SC,CSE,SRIN
123,75385,F,BC_B,CSE,SRIN
124,70103,F,SC,CSE,SRIN
125,39956,F,OC,CSE,SRIN
126,46989,F,SC,CSE,SRIN
127,62496,F,BC_B,CSE,SRIN
128,83618,F,BC_B,CSE,SRIN
129,102421,F,BC_D,CSE,SRIN
130,43840,M,OC,CSE,SRIN
131,73552,F,BC_B,CSE,SRIN
132,69112,F,BC_B,CSE,SRIN
133,78389,F,BC_A,CSE,SRIN
134,41530,F,OC,CSE,SRIN
135,104429,M,BC_A,CSE,SRIN
136,106560,F,BC_D,CSE,SRIN
137,39728,F,BC_B,CSE,SRIN
138,78743,M,SC,CSE,SRIN
139,113449,F,SC,CSE,SRIN
140,25480,F,OC,CSE,SRIN
141,41678,F,OC,CSE,SRIN
142,66560,F,OC,CSE,SRIN
143,88594,F,SC,CSE,SRIN
144,73793,M,OC,CSE,SRIN
145,42506,F,BC_A,CSE,SRIN
146,71147,F,BC_B,CSE,SRIN
147,62296,F,OC,CSE,SRIN
148,94418,F,SC,CSE,SRIN
149,56852,M,OC,CSE,SRIN
150,79607,F,BC_B,CSE,SRIN
151,80717,M,BC_B,CSE,SRIN
152,78022,F,BC_B,CSE,SRIN
153,83663,F,SC,CSE,SRIN
154,96641,M,BC_D,CSE,SRIN
155,100143,F,BC_A,CSE,SRIN
156,141415,F,SC,CSE,SRIN
157,73907,F,OC,CSE,SRIN
158,85550,F,BC_B,CSE,SRIN
159,51901,F,BC_D,CSE,SRIN
160,63024,F,OC,CSE,SRIN
161,44127,F,OC,CSE,SRIN
162,50112,F,OC,CSE,SRIN
163,103087,M,SC,CSE,SRIN
164,57594,M,OC,CSE,SRIN
165,132862,M,SC,CSE,SRIN
166,98460,F,SC,CSE,SRIN
167,136272,F,SC,CSE,SRIN
168,49017,M,OC,CSE,SRIN
169,128466,M,BC_A,CSE,SRIN
170,84516,F,BC_B,CSE,SRIN
171,79104,F,BC_B,CSE,SRIN
172,34728,M,BC_B,CSE,SRIN
173,114372,M,SC,CSE,SRIN
174,60181,M,BC_D,CSE,SRIN
175,62219,F,OC,CSE,SRIN
176,92433,F,BC_D,CSE,SRIN
177,119172,F,SC,CSE,SRIN
178,88105,F,BC_B,CSE,SRIN
179,72265,F,OC,CSE,SRIN
180,56970,F,OC,CSE,SRIN
181,78573,F,BC_A,CSE,SRIN
182,117610,F,SC,CSE,SRIN
183,145066,M,BC_A,CSE,SRIN
184,80348,F,BC_B,CSE,SRIN
185,109395,F,SC,CSE,SRIN
186,55166,F,OC,CSE,SRIN
187,64506,F,OC,CSE,SRIN
188,51865,F,BC_B,CSE,SRIN
189,70442,F,BC_A,CSE,SRIN
190,98608,M,BC_A,CSE,SRIN
191,36271,F,OC,CSE,SRIN
192,37533,F,OC,CSE,SRIN
193,87536,M,BC_B,CSE,SRIN
194,73344,F,BC_A,CSE,SRIN
195,56841,F,BC_A,CSE,SRIN
196,98837,M,BC_A,CSE,SRIN
197,118845,M,BC_A,CSE,SRIN
198,96857,M,BC_D,CSE,SRIN
199,67216,F,OC,CSE,SRIN
200,55162,F,BC_B,CSE,SRIN
201,120044,F,BC_A,CSE,SRIN
202,51249,F,SC,CSE,SRIN
203,41201,F,OC,CSE,SRIN
204,128274,F,SC,CSE,SRIN
205,123286,M,BC_B,ECE,SRIN
206,130336,M,BC_B,ECE,SRIN
207,110814,F,OC,ECE,SRIN
208,135136,F,BC_B,ECE,SRIN
209,113538,M,OC,ECE,SRIN
210,111482,F,OC,ECE,SRIN
211,127659,F,BC_B,ECE,SRIN
212,126568,M,BC_B,ECE,SRIN
213,79748,F,OC,ECE,SRIN
214,124284,M,BC_B,ECE,SRIN
215,105721,F,OC,ECE,SRIN
216,114347,F,BC_D,ECE,SRIN
217,110330,M,OC,ECE,SRIN
218,116684,M,OC,ECE,SRIN
219,148519,M,BC_D,ECE,SRIN
220,99096,M,BC_B,ECE,SRIN
221,142657,M,SC,ECE,SRIN
222,139283,M,SC,ECE,SRIN
223,105586,M,OC,ECE,SRIN
224,112722,M,BC_B,ECE,SRIN
225,114574,F,BC_B,ECE,SRIN
226,145047,F,BC_B,ECE,SRIN
227,88076,M,OC,ECE,SRIN
228,90657,M,BC_B,ECE,SRIN
229,96582.2,F,BC_B,ECE,SRIN
230,84442,F,BC_B,ECE,SRIN
231,110963,M,OC,ECE,SRIN
232,111684,M,BC_B,ECE,SRIN
233,93947,M,OC,ECE,SRIN
234,149455,M,BC_A,ECE,SRIN
235,116019,F,OC,ECE,SRIN
236,131384,M,BC_B,ECE,SRIN
237,106195,M,BC_B,ECE,SRIN
238,94967,F,BC_B,ECE,SRIN
239,129387,M,BC_B,ECE,SRIN
240,103134,M,OC,ECE,SRIN
241,129515,M,BC_B,ECE,SRIN
242,135370,F,BC_B,ECE,SRIN
243,113714,M,OC,ECE,SRIN
244,128640,F,BC_B,ECE,SRIN
245,90575,M,OC,ECE,SRIN
246,87400,F,OC,ECE,SRIN
247,109461,M,OC,ECE,SRIN
248,87903,F,OC,ECE,SRIN
249,108793,M,OC,ECE,SRIN
250,114632,M,BC_A,ECE,SRIN
251,103270,F,SC,ECE,SRIN
252,99176,F,BC_B,ECE,SRIN
253,105026,M,OC,ECE,SRIN
254,92075,F,BC_B,ECE,SRIN
255,119147,M,BC_D,ECE,SRIN
256,71753,F,SC,ECE,SRIN
257,95149,F,BC_B,ECE,SRIN
258,105593,F,BC_B,ECE,SRIN
259,101154,M,OC,ECE,SRIN
260,128628,M,BC_B,ECE,SRIN
261,149702,M,BC_A,ECE,SRIN
262,127261,M,BC_B,ECE,SRIN
263,119871,M,BC_B,ECE,SRIN
264,89752,M,BC_B,ECE,SRIN
265,111750,M,BC_B,ECE,SRIN
266,100609,F,OC,ECE,SRIN
267,132235,M,BC_B,ECE,SRIN
268,115172,M,OC,ECE,SRIN
269,125006,M,BC_D,ECE,SRIN
270,36746,F,SC,ECE,SRIN
271,90449,F,OC,ECE,SRIN
272,76549,M,OC,ECE,SRIN
273,92317.1,F,BC_D,ECE,SRIN
274,68965,F,OC,ECE,SRIN
275,116262,M,BC_A,ECE,SRIN
276,111890,M,OC,ECE,SRIN
277,89595,F,OC,ECE,SRIN
278,114881,F,OC,ECE,SRIN
279,91384,F,OC,ECE,SRIN
280,144297,M,SC,ECE,SRIN
281,139680,F,SC,ECE,SRIN
282,98005,M,BC_B,ECE,SRIN
283,104515,M,OC,ECE,SRIN
284,105162,M,BC_B,ECE,SRIN
285,107793,M,OC,ECE,SRIN
286,91620,M,BC_D,ECE,SRIN
287,146617,F,SC,ECE,SRIN
288,114594,F,OC,ECE,SRIN
289,151051,F,SC,ECE,SRIN
290,130318,F,BC_B,ECE,SRIN
291,123267,F,BC_B,ECE,SRIN
292,122025,M,BC_D,ECE,SRIN
293,113967,M,OC,ECE,SRIN
294,108904,F,OC,ECE,SRIN
295,109582,M,OC,ECE,SRIN
296,93726,F,OC,ECE,SRIN
297,106883,F,OC,ECE,SRIN
298,121770,F,BC_A,ECE,SRIN
299,132911,M,BC_B,ECE,SRIN
300,110350,F,OC,ECE,SRIN
301,149101,M,BC_B,EEE,SRIN
302,120085,F,OC,EEE,SRIN
303,131092,F,OC,EEE,SRIN
304,141857,F,OC,EEE,SRIN
305,128720,F,OC,EEE,SRIN
306,124471,M,OC,EEE,SRIN
307,136700,M,BC_B,EEE,SRIN
308,143541,M,OC,EEE,SRIN
309,145473,F,OC,EEE,SRIN
310,142073,F,OC,EEE,SRIN
311,138728,F,OC,EEE,SRIN
312,147413,F,OC,EEE,SRIN
313,127735,F,OC,EEE,SRIN
314,120558,M,OC,EEE,SRIN
315,149289,M,BC_B,EEE,SRIN
316,129156,F,OC,EEE,SRIN
317,142593,F,OC,EEE,SRIN
318,121176,F,OC,EEE,SRIN
319,117172,F,OC,EEE,SRIN
320,138791,M,BC_B,EEE,SRIN
321,136751,M,BC_B,EEE,SRIN
322,133259,F,OC,EEE,SRIN
323,133813,F,OC,EEE,SRIN
324,119794,F,OC,EEE,SRIN
325,132030,M,OC,EEE,SRIN
326,119296,F,OC,EEE,SRIN
327,140730,F,OC,EEE,SRIN
328,122279,F,OC,EEE,SRIN
329,143601,M,OC,EEE,SRIN
330,125882,F,OC,EEE,SRIN
331,138088,M,BC_B,EEE,SRIN
332,137384,M,BC_B,EEE,SRIN
333,146235,F,OC,EEE,SRIN
334,142820,F,OC,EEE,SRIN
335,142675,M,OC,EEE,SRIN
336,119863,F,OC,EEE,SRIN
337,137822,F,OC,EEE,SRIN
338,135536,M,OC,EEE,SRIN
339,118508,M,OC,EEE,SRIN
340,136329,M,OC,EEE,SRIN
341,126272,M,OC,ME,SRIN
342,85852,M,OC,AIML,SREC
343,90012,M,OC,AIML,SREC
344,141921,M,SC,AIML,SREC
345,78434,F,OC,AIML,SREC
346,94940.1,M,BC_B,AIML,SREC
347,150357,M,SC,AIML,SREC
348,88157,M,OC,AIML,SREC
349,96204,F,OC,AIML,SREC
350,102368,F,BC_A,AIML,SREC
351,88539,M,BC_E,AIML,SREC
352,108647,M,BC_A,AIML,SREC
353,69379,M,BC_E,AIML,SREC
354,76220,M,BC_B,AIML,SREC
355,125567,M,BC_B,AIML,SREC
356,58719,M,OC,AIML,SREC
357,60631,M,BC_A,AIML,SREC
358,91022,M,BC_E,AIML,SREC
359,91430,F,BC_A,AIML,SREC
360,91490,M,BC_E,AIML,SREC
361,82027,M,BC_B,AIML,SREC
362,89784,F,OC,AIML,SREC
363,148260,M,SC,AIML,SREC
364,109404,F,BC_A,AIML,SREC
365,107929,M,BC_A,AIML,SREC
366,45111,M,OC,AIML,SREC
367,103170,M,BC_D,AIML,SREC
368,86923,M,BC_A,AIML,SREC
369,112404,F,BC_E,AIML,SREC
370,127484,M,BC_B,AIML,SREC
371,69123,M,OC,AIML,SREC
372,89305,M,OC,AIML,SREC
373,151017,M,SC,AIML,SREC
374,92315,M,OC,AIML,SREC
375,93819,F,OC,AIML,SREC
376,96136,F,OC,AIML,SREC
377,139508,M,SC,AIML,SREC
378,70467,F,BC_B,AIML,SREC
379,63108,F,BC_E,AIML,SREC
380,133064,F,BC_B,AIML,SREC
381,98093,F,OC,AIML,SREC
382,95413,M,OC,AIML,SREC
383,31486,F,BC_B,AIML,SREC
384,87532,F,OC,AIML,SREC
385,129234,F,BC_B,AIML,SREC
386,94430,F,OC,AIML,SREC
387,107739,M,BC_D,AIML,SREC
388,67109,F,OC,AIML,SREC
389,97608,M,BC_E,AIML,SREC
390,92178,M,OC,CDE_DS,SREC
391,103483,F,OC,CDE_DS,SREC
392,140229,F,SC,CDE_DS,SREC
393,104479,F,OC,CDE_DS,SREC
394,109978,M,BC_D,CDE_DS,SREC
395,107201,F,OC,CDE_DS,SREC
396,105246,M,BC_D,CDE_DS,SREC
397,74341,F,OC,CDE_DS,SREC
398,104062,M,OC,CDE_DS,SREC
399,115667,F,BC_E,CDE_DS,SREC
400,107714,F,BC_E,CDE_DS,SREC
401,80888,M,OC,CDE_DS,SREC
402,122891,M,BC_B,CDE_DS,SREC
403,145756,M,SC,CDE_DS,SREC
404,94034,M,OC,CDE_DS,SREC
405,123747,M,BC_B,CDE_DS,SREC
406,96544,M,BC_E,CDE_DS,SREC
407,97800,M,OC,CDE_DS,SREC
408,105886,M,BC_D,CDE_DS,SREC
409,96777,M,OC,CDE_DS,SREC
410,127621,F,BC_E,CDE_DS,SREC
411,86999,F,OC,CDE_DS,SREC
412,101874,M,BC_E,CDE_DS,SREC
413,105101,F,OC,CDE_DS,SREC
414,99769,F,OC,CDE_DS,SREC
415,94098,F,OC,CDE_DS,SREC
416,102923,M,BC_D,CDE_DS,SREC
417,84258,F,OC,CDE_DS,SREC
418,78961,F,BC_B,CDE_DS,SREC
419,96967,M,BC_E,CDE_DS,SREC
420,74136,M,OC,CDE_DS,SREC
421,99526,M,OC,CDE_DS,SREC
422,75514,F,OC,CDE_DS,SREC
423,141428,F,BC_B,CDE_DS,SREC
424,85414,M,OC,CDE_DS,SREC
425,122972,M,BC_B,CDE_DS,SREC
426,101572,M,OC,CDE_DS,SREC
427,85293,F,BC_A,CDE_DS,SREC
428,83181,F,OC,CDE_DS,SREC
429,118930,F,BC_B,CDE_DS,SREC
430,84941,F,BC_A,CDE_DS,SREC
431,93826,M,OC,CDE_DS,SREC
432,114044,M,BC_B,CDE_DS,SREC
433,78877,M,BC_E,CDE_DS,SREC
434,104789,F,OC,CDE_DS,SREC
435,77558,M,BC_E,CDE_DS,SREC
436,101891,M,BC_E,CDE_DS,SREC
437,80938,M,BC_E,CDE_DS,SREC
438,142371,F,BC_E,CDE_DS,SREC
439,89264,F,BC_A,CDE_DS,SREC
440,82878,F,OC,CDE_DS,SREC
441,102760,M,BC_E,CDE_DS,SREC
442,52853,F,OC,CDE_DS,SREC
443,86307,M,OC,CDE_DS,SREC
444,106358,M,BC_D,CDE_DS,SREC
445,93012,M,BC_A,CDE_DS,SREC
446,113828,M,BC_D,CDE_DS,SREC
447,94169,M,BC_E,CDE_DS,SREC
448,93297,M,OC,CDE_DS,SREC
449,100628,F,BC_A,CDE_DS,SREC
450,84856.1,M,BC_E,CDE_DS,SREC
451,92882,F,BC_A,CDE_DS,SREC
452,125098,M,BC_B,CDE_DS,SREC
453,79733,M,BC_E,CDE_DS,SREC
454,101566,F,BC_A,CDE_DS,SREC
455,87829,M,BC_A,CDE_DS,SREC
456,73990,M,OC,CDE_DS,SREC
457,79966,F,OC,CDE_DS,SREC
458,137765,F,BC_B,CDE_DS,SREC
459,55947,F,BC_D,CDE_DS,SREC
460,108080,F,OC,CDE_DS,SREC
461,107307,M,BC_B,CDE_DS,SREC
462,76666,F,OC,CDE_DS,SREC
463,96717,M,BC_E,CDE_DS,SREC
464,92549,F,BC_A,CDE_DS,SREC
465,140708,F,BC_B,CDE_DS,SREC
466,91851,M,OC,CDE_DS,SREC
467,52698,F,BC_E,CDE_DS,SREC
468,151072,F,SC,CDE_DS,SREC
469,98911,F,OC,CDE_DS,SREC
470,145613,F,BC_E,CDE_DS,SREC
471,104661,M,BC_E,CDE_DS,SREC
472,110454,M,BC_B,CDE_DS,SREC
473,104651,M,OC,CDE_DS,SREC
474,100445,M,BC_A,CDE_DS,SREC
475,103565,M,BC_E,CDE_DS,SREC
476,70802,M,BC_E,CDE_DS,SREC
477,125277,F,BC_E,CDE_DS,SREC
478,102553,F,BC_A,CDE_DS,SREC
479,60037,M,OC,CDE_DS,SREC
480,97875,M,BC_A,CDE_DS,SREC
481,94766,F,OC,CDE_DS,SREC
482,91397,M,BC_E,CDE_DS,SREC
483,140115,M,SC,CDE_DS,SREC
484,105809,M,BC_B,CDE_DS,SREC
485,116294,F,BC_B,CSE,SREC
486,110466,F,OC,CSE,SREC
487,135705,F,SC,CSE,SREC
488,93319,F,OC,CSE,SREC
489,92077,F,BC_A,CSE,SREC
490,115246,F,BC_B,CSE,SREC
491,75332,F,BC_B,CSE,SREC
492,63884,F,OC,CSE,SREC
493,151318,F,SC,CSE,SREC
494,96879,F,OC,CSE,SREC
495,112055,F,BC_B,CSE,SREC
496,97184,F,BC_A,CSE,SREC
497,114278,F,BC_D,CSE,SREC
498,100161,F,BC_B,CSE,SREC
499,104336,F,BC_B,CSE,SREC
500,115105,F,SC,CSE,SREC
501,89066,F,BC_A,CSE,SREC
502,66924,F,BC_B,CSE,SREC
503,94982,F,BC_A,CSE,SREC
504,98897,F,OC,CSE,SREC
505,59182,F,BC_D,CSE,SREC
506,108996,F,OC,CSE,SREC
507,107354,F,OC,CSE,SREC
508,96699,F,OC,CSE,SREC
509,111351,F,OC,CSE,SREC
510,101190,F,BC_B,CSE,SREC
511,81540,F,BC_D,CSE,SREC
512,144876,F,BC_D,CSE,SREC
513,100545,F,BC_A,CSE,SREC
514,54005,F,BC_D,CSE,SREC
515,95002,F,OC,CSE,SREC
516,82270,F,BC_A,CSE,SREC
517,131277,F,SC,CSE,SREC
518,67220,F,OC,CSE,SREC
519,101269,F,BC_B,CSE,SREC
520,94909,F,BC_E,CSE,SREC
521,58601,F,SC,CSE,SREC
522,125309,F,SC,CSE,SREC
523,108084,F,BC_B,CSE,SREC
524,116015,F,OC,CSE,SREC
525,101550,F,OC,CSE,SREC
526,117702,F,BC_B,CSE,SREC
527,96147,F,OC,CSE,SREC
528,146699,F,BC_D,CSE,SREC
529,134488,F,BC_D,CSE,SREC
530,137917,F,SC,CSE,SREC
531,108405,F,BC_E,CSE,SREC
532,65013.1,M,OC,ECE,SREC
533,84303,M,BC_A,ECE,SREC
534,151359,M,SC,ECE,SREC
535,107389,M,BC_E,ECE,SREC
536,124735,M,BC_D,ECE,SREC
537,91989,F,BC_E,ECE,SREC
538,77095,M,BC_E,ECE,SREC
539,110983,M,BC_A,ECE,SREC
540,109742,F,BC_A,ECE,SREC
541,108773,M,BC_A,ECE,SREC
542,97792,M,BC_A,ECE,SREC
543,90503,M,BC_A,ECE,SREC
544,134199,F,BC_B,ECE,SREC
545,70423,M,OC,ECE,SREC
546,110658,M,BC_E,ECE,SREC
547,87632,M,BC_B,ECE,SREC
548,120709,F,OC,ECE,SREC
549,77792,M,BC_A,ECE,SREC
550,62443.1,M,OC,ECE,SREC
551,103127,F,BC_E,ECE,SREC
552,96744,M,BC_B,ECE,SREC
553,112913,M,BC_E,ECE,SREC
554,78031,F,BC_B,ECE,SREC
555,125478,F,BC_A,ECE,SREC
556,93094,F,BC_A,ECE,SREC
557,117364,F,BC_B,ECE,SREC
558,103240,M,BC_E,ECE,SREC
559,89715,M,OC,ECE,SREC
560,148318,M,SC,ECE,SREC
561,114868,M,BC_D,ECE,SREC
562,115434,M,BC_E,ECE,SREC
563,90621,M,BC_B,ECE,SREC
564,100806,M,BC_A,ECE,SREC
565,126981,M,SC,ECE,SREC
566,92465,M,BC_B,ECE,SREC
567,106694,F,BC_A,ECE,SREC
568,109982,F,OC,ECE,SREC
569,118106,M,BC_D,ECE,SREC
570,115796,F,OC,ECE,SREC
571,128174,F,BC_E,ECE,SREC
572,72746,M,BC_E,ECE,SREC
573,107774,M,OC,ECE,SREC
574,113162,M,BC_A,ECE,SREC
575,107440,M,OC,ECE,SREC
576,113582,M,BC_E,ECE,SREC
577,114788,M,BC_B,ECE,SREC
578,110185,M,BC_A,ECE,SREC
579,99981,M,BC_A,ECE,SREC
580,71025.1,M,OC,ECE,SREC
581,115500,M,OC,ECE,SREC
582,117078,F,BC_A,ECE,SREC
583,90393,M,OC,ECE,SREC
584,109332,M,BC_E,ECE,SREC
585,65367,M,OC,ECE,SREC
586,115718,M,OC,ECE,SREC
587,148060,F,SC,ECE,SREC
588,125781,F,OC,ECE,SREC
589,61423,F,OC,ECE,SREC
590,86467,M,BC_B,ECE,SREC
591,84290,F,BC_B,ECE,SREC
592,80517,M,OC,ECE,SREC
593,95136,M,BC_E,ECE,SREC
594,93270,M,OC,ECE,SREC
595,145396,F,BC_D,ECE,SREC
596,121680,M,BC_D,ECE,SREC
597,148585,F,SC,ECE,SREC
598,141914,M,SC,ECE,SREC
599,107951,M,OC,ECE,SREC
600,69404,F,OC,ECE,SREC
601,120058,F,OC,ECE,SREC
602,100668,M,BC_A,ECE,SREC
603,117548,F,BC_A,ECE,SREC
604,115323,M,BC_D,ECE,SREC
605,87235,F,OC,ECE,SREC
606,89911,M,BC_A,ECE,SREC
607,118534,M,BC_D,ECE,SREC
608,57473,F,OC,ECE,SREC
609,96476,M,BC_E,ECE,SREC
610,97329,F,OC,ECE,SREC
611,83749,M,BC_E,ECE,SREC
612,92059,M,OC,ECE,SREC
613,112251,F,BC_A,ECE,SREC
614,141170,F,BC_B,ECE,SREC
615,111076,M,BC_A,ECE,SREC
616,78068,M,OC,ECE,SREC
617,79139,M,BC_E,ECE,SREC
618,102624,M,BC_D,ECE,SREC
619,107623,M,BC_B,ECE,SREC
620,104973,M,BC_E,ECE,SREC
621,120764,F,OC,ECE,SREC
622,108956,F,BC_B,ECE,SREC
623,99927,M,BC_D,ECE,SREC
624,56958,M,BC_D,ECE,SREC
625,134331,F,BC_C,ECE,SREC
626,95828,M,OC,ECE,SREC
627,114842,M,OC,CE,SID
628,138285,M,SC,CE,SID
629,141572,F,BC_A,CE,SID
630,135442,M,SC,CE,SID
631,97310,F,SC,CE,SID
632,137267,M,BC_B,CE,SID
633,149631,F,SC,CE,SID
634,146649,M,SC,CE,SID
635,123537,M,BC_B,CE,SID
636,120747,M,OC,CE,SID
637,105665,M,SC,CE,SID
638,144347,M,SC,CE,SID
639,151430,F,SC,CE,SID
640,146041,F,BC_A,CE,SID
641,94260,F,BC_B,CE,SID
642,116293,M,SC,CE,SID
643,130725,M,SC,CE,SID
644,81787,F,SC,CE,SID
645,126995,M,OC,CE,SID
646,132289,F,SC,CE,SID
647,126311,M,OC,CE,SID
648,96646,F,BC_B,AI&DS,SID
649,65848,F,OC,AI&DS,SID
650,52766,F,OC,AI&DS,SID
651,63204,M,BC_A,AI&DS,SID
652,88861,M,BC_B,AI&DS,SID
653,67823,M,BC_A,AI&DS,SID
654,115865,M,SC,AI&DS,SID
655,87127,F,BC_A,AI&DS,SID
656,49183,F,OC,AI&DS,SID
657,84214,M,BC_A,AI&DS,SID
658,81030,M,BC_E,AI&DS,SID
659,59564,F,BC_B,AI&DS,SID
660,62801,F,OC,AI&DS,SID
661,63450,M,OC,AI&DS,SID
662,50193,F,BC_A,AI&DS,SID
663,74757,F,BC_D,AI&DS,SID
664,64341,M,OC,AI&DS,SID
665,45387,M,OC,AI&DS,SID
666,76624,M,BC_A,AI&DS,SID
667,93869,M,BC_D,AI&DS,SID
668,79495,F,BC_A,AI&DS,SID
669,67495,F,OC,AI&DS,SID
670,55605,M,OC,AI&DS,SID
671,116156,M,SC,AI&DS,SID
672,65050,F,OC,AI&DS,SID
673,81095,M,BC_E,AI&DS,SID
674,137063,F,SC,AI&DS,SID
675,74303,F,BC_A,AI&DS,SID
676,102552,M,BC_D,AI&DS,SID
677,85919,M,BC_B,AI&DS,SID
678,76147,F,BC_D,AI&DS,SID
679,54732,M,OC,AI&DS,SID
680,43897,M,OC,AI&DS,SID
681,85785,M,BC_D,AI&DS,SID
682,61369,M,OC,AI&DS,SID
683,85589,M,BC_E,AI&DS,SID
684,38684,F,OC,AI&DS,SID
685,66787,F,OC,AI&DS,SID
686,66280,M,BC_A,AI&DS,SID
687,136665,M,SC,AI&DS,SID
688,45671,F,OC,AI&DS,SID
689,95057,M,BC_B,AI&DS,SID
690,40897,F,OC,AI&DS,SID
691,61303,F,OC,AI&DS,SID
692,63606,F,OC,AI&DS,SID
693,104556,M,BC_B,AI&DS,SID
694,44437,M,OC,AI&DS,SID
695,68156,F,OC,AI&DS,SID
696,110362,M,SC,AI&DS,SID
697,81310,M,BC_E,AI&DS,SID
698,51155,F,BC_A,AI&DS,SID
699,48995,M,BC_D,AI&DS,SID
700,91064,M,BC_D,AI&DS,SID
701,83980,F,BC_E,AI&DS,SID
702,65687,M,BC_A,AI&DS,SID
